"CODIGO_CLIENTE","Clt"
25047682,"Si"
25048408,"Si"
25048736,"Si"
25051337,"Si"
25052173,"Si"
25053745,"Si"
25056482,"No"
25057265,"Si"
25057947,"Si"
25058632,"Si"
25060917,"Si"
25061460,"No"
25062085,"No"
25065774,"Si"
25069780,"Si"
25073375,"Si"
25074482,"Si"
25077003,"Si"
25080671,"Si"
25084325,"Si"
25085523,"Si"
25085879,"Si"
25087267,"Si"
25087779,"No"
25088477,"Si"
25090498,"Si"
25090728,"No"
25093754,"Si"
25094075,"Si"
25095554,"Si"
25101990,"Si"
25104614,"Si"
25116569,"Si"
25117812,"Si"
25120666,"Si"
25122141,"Si"
25122365,"No"
25122401,"Si"
25122917,"Si"
25123692,"Si"
25126170,"Si"
25134982,"Si"
25140886,"Si"
25143198,"Si"
25145281,"Si"
25148718,"No"
25152698,"Si"
25153927,"Si"
25157158,"Si"
25157912,"Si"
25167781,"Si"
25168165,"Si"
25169041,"Si"
25169704,"Si"
25172481,"Si"
25175064,"Si"
25177049,"Si"
25177410,"Si"
25178892,"Si"
25184552,"Si"
25185067,"Si"
25190295,"Si"
25191551,"Si"
25191956,"Si"
25192278,"Si"
25194114,"Si"
25194244,"Si"
25197897,"Si"
25199109,"Si"
25199567,"Si"
25200664,"Si"
25202859,"Si"
25204326,"Si"
25205634,"Si"
25210369,"Si"
25211834,"No"
25211949,"No"
25213922,"Si"
25216664,"Si"
25217097,"Si"
25217479,"No"
25218347,"No"
25221612,"Si"
25224676,"Si"
25231116,"Si"
25232197,"Si"
25235444,"Si"
25236094,"Si"
25237554,"Si"
25238214,"Si"
25239651,"Si"
25242418,"Si"
25246063,"Si"
25246547,"Si"
25248980,"Si"
25253462,"Si"
25255010,"Si"
25256943,"Si"
25257641,"Si"
25260767,"No"
25261786,"Si"
25262845,"Si"
25263566,"Si"
25263799,"Si"
25264529,"Si"
25266352,"Si"
25270500,"Si"
25272766,"No"
25276682,"Si"
25277627,"Si"
25277999,"Si"
25280289,"Si"
25283970,"Si"
25286953,"Si"
25289497,"Si"
25295474,"No"
25297097,"No"
25297646,"Si"
25298144,"Si"
25298244,"Si"
25301008,"Si"
25301763,"No"
25302214,"No"
25303234,"Si"
25306409,"Si"
25307283,"Si"
25308265,"Si"
25309311,"Si"
25310432,"Si"
25315631,"Si"
25317154,"No"
25318183,"No"
25320433,"Si"
25320972,"Si"
25323296,"No"
25325612,"No"
25326330,"Si"
25327324,"Si"
25328984,"Si"
25333966,"Si"
25335118,"Si"
25337466,"Si"
25338018,"Si"
25340893,"Si"
25341135,"Si"
25342419,"Si"
25343241,"Si"
25345615,"No"
25348132,"Si"
25349136,"Si"
25350684,"Si"
25350878,"Si"
25352265,"Si"
25353635,"Si"
25353714,"Si"
25355325,"Si"
25357920,"Si"
25358750,"Si"
25360648,"Si"
25362751,"Si"
25364118,"No"
25366128,"Si"
25366229,"Si"
25366625,"Si"
25367049,"Si"
25367576,"Si"
25368081,"Si"
25369055,"Si"
25370312,"Si"
25370407,"Si"
25370764,"Si"
25371158,"Si"
25371469,"Si"
25374514,"Si"
25377528,"Si"
25383674,"Si"
25384297,"Si"
25390120,"Si"
25391250,"Si"
25391431,"Si"
25392346,"Si"
25398032,"Si"
25398137,"Si"
25398955,"Si"
25399211,"Si"
25400425,"Si"
25402405,"Si"
25403417,"No"
25407622,"Si"
25409004,"Si"
25410315,"Si"
25410455,"Si"
25412165,"Si"
25414896,"Si"
25415391,"Si"
25415896,"Si"
25416711,"Si"
25416953,"Si"
25421895,"Si"
25422124,"Si"
25425591,"Si"
25428099,"Si"
25428929,"Si"
25429397,"Si"
25429562,"Si"
25431417,"No"
25433449,"Si"
25435034,"Si"
25436135,"Si"
25436818,"No"
25439042,"Si"
25445180,"Si"
25445238,"Si"
25446178,"Si"
25446939,"Si"
25450241,"Si"
25450853,"Si"
25451519,"Si"
25453989,"Si"
25456531,"Si"
25459228,"Si"
25460471,"Si"
25461618,"Si"
25462066,"Si"
25462332,"Si"
25462443,"Si"
25466946,"Si"
25474595,"Si"
25477885,"Si"
25480412,"Si"
25480643,"Si"
25481135,"Si"
25484554,"Si"
25486598,"No"
25487256,"Si"
25487790,"Si"
25490665,"Si"
25491174,"Si"
25491552,"Si"
25492568,"Si"
25494054,"Si"
25497158,"Si"
25498607,"Si"
25499678,"Si"
25500078,"Si"
25500969,"Si"
25501260,"Si"
25502485,"Si"
25503818,"Si"
25505786,"Si"
25508083,"Si"
25508437,"Si"
25511260,"Si"
25514446,"Si"
25514561,"No"
25514732,"Si"
25516412,"Si"
25517645,"Si"
25517952,"Si"
25522114,"Si"
25529893,"Si"
25531098,"No"
25531839,"No"
25537383,"Si"
25541773,"Si"
25543991,"Si"
25546982,"Si"
25550573,"No"
25553766,"Si"
25565109,"Si"
25566607,"Si"
25567938,"Si"
25568126,"Si"
25571322,"Si"
25574214,"Si"
25579341,"Si"
25580762,"Si"
25583557,"Si"
25584577,"Si"
25589668,"Si"
25590673,"Si"
25592148,"Si"
25592359,"Si"
25598049,"Si"
25599406,"Si"
25601016,"No"
25602219,"Si"
25605294,"Si"
25606806,"Si"
25608636,"Si"
25609120,"Si"
25615256,"Si"
25616760,"Si"
25617691,"Si"
25618883,"Si"
25624299,"Si"
25626897,"No"
25631893,"No"
25635874,"Si"
25636762,"Si"
25638242,"Si"
25638486,"Si"
25639503,"Si"
25642108,"No"
25643184,"Si"
25646644,"No"
25646831,"No"
25648212,"Si"
25649961,"Si"
25650104,"Si"
25654011,"Si"
25655588,"Si"
25655789,"Si"
25662229,"Si"
25664413,"Si"
25664463,"Si"
25665573,"Si"
25666269,"Si"
25666632,"Si"
25667223,"Si"
25669660,"Si"
25674584,"Si"
25679377,"Si"
25679883,"Si"
25679911,"Si"
25680955,"Si"
25685278,"Si"
25689337,"Si"
25689621,"Si"
25690068,"No"
25690520,"Si"
25694781,"Si"
25695491,"Si"
25695716,"Si"
25698883,"Si"
25699428,"Si"
25701201,"No"
25706009,"No"
25707373,"Si"
25708848,"Si"
25709774,"Si"
25710567,"Si"
25715743,"Si"
25716709,"Si"
25717066,"No"
25717209,"Si"
25719425,"Si"
25720996,"Si"
25723364,"Si"
25724136,"Si"
25724467,"No"
25728419,"No"
25729275,"Si"
25729828,"Si"
25729931,"Si"
25730381,"Si"
25732123,"Si"
25733338,"Si"
25735966,"Si"
25736089,"Si"
25736279,"Si"
25736770,"Si"
25737414,"Si"
25742295,"Si"
25745755,"Si"
25745853,"Si"
25746813,"Si"
25747220,"Si"
25754563,"Si"
25757749,"Si"
25758339,"Si"
25758613,"Si"
25759710,"Si"
25765288,"Si"
25769940,"Si"
25770358,"Si"
25771251,"Si"
25771642,"Si"
25773481,"Si"
25775324,"Si"
25778909,"Si"
25781912,"Si"
25790403,"Si"
25792670,"Si"
25794095,"Si"
25794937,"No"
25795663,"Si"
25799909,"Si"
25801921,"No"
25802213,"Si"
25803266,"Si"
25805318,"No"
25808076,"Si"
25812193,"Si"
25813479,"Si"
25818364,"Si"
25818407,"Si"
25819559,"Si"
25823718,"Si"
25823995,"Si"
25825751,"Si"
25827874,"Si"
25828594,"Si"
25829152,"Si"
25832720,"Si"
25835136,"No"
25837661,"Si"
25839379,"No"
25840699,"Si"
25841915,"Si"
25844859,"Si"
25844953,"Si"
25846066,"Si"
25847137,"Si"
25855729,"Si"
25859560,"Si"
25861281,"Si"
25861541,"Si"
25862237,"Si"
25862554,"No"
25862572,"Si"
25864385,"Si"
25867231,"Si"
25869304,"Si"
25869493,"Si"
25869511,"No"
25870061,"Si"
25870668,"Si"
25871102,"Si"
25871298,"Si"
25872767,"Si"
25878071,"Si"
25878433,"Si"
25879042,"Si"
25879166,"Si"
25883244,"No"
25883985,"Si"
25884967,"Si"
25892543,"Si"
25893545,"Si"
25896937,"Si"
25900362,"Si"
25901201,"Si"
25903510,"Si"
25905664,"Si"
25908401,"Si"
25909016,"Si"
25916230,"Si"
25916231,"Si"
25916303,"Si"
25916403,"Si"
25917957,"Si"
25920273,"Si"
25921227,"No"
25922190,"Si"
25922354,"Si"
25926138,"Si"
25928861,"Si"
25932004,"Si"
25935110,"Si"
25936694,"Si"
25940114,"Si"
25941006,"Si"
25941903,"Si"
25942561,"Si"
25943007,"Si"
25943050,"Si"
25944457,"Si"
25948039,"Si"
25949477,"No"
25950758,"Si"
25951537,"Si"
25951711,"Si"
25952464,"Si"
25954100,"Si"
25956462,"Si"
25960035,"No"
25960321,"Si"
25968128,"No"
25970398,"Si"
25971237,"Si"
25971307,"Si"
25971627,"Si"
25973367,"Si"
25974194,"Si"
25976857,"Si"
25979819,"Si"
25981099,"Si"
25981104,"Si"
25981337,"No"
25982564,"Si"
25983224,"Si"
25984905,"Si"
25987109,"Si"
25987439,"No"
25988998,"Si"
25989565,"Si"
25990484,"Si"
25991358,"Si"
25994518,"Si"
25999061,"Si"
26002382,"Si"
26003560,"Si"
26004339,"Si"
26004952,"Si"
26006596,"No"
26007212,"No"
26008437,"Si"
26010073,"Si"
26016209,"Si"
26016485,"Si"
26017279,"Si"
26017848,"Si"
26022701,"Si"
26024351,"Si"
26025165,"Si"
26025418,"Si"
26031673,"Si"
26035678,"No"
26037078,"Si"
26037358,"Si"
26039883,"Si"
26042359,"Si"
26042378,"Si"
26043134,"Si"
26052548,"Si"
26053640,"Si"
26053884,"No"
26055281,"Si"
26055518,"Si"
26062082,"Si"
26062547,"Si"
26063813,"Si"
26067861,"Si"
26069785,"Si"
26069808,"Si"
26070207,"Si"
26070875,"Si"
26073326,"Si"
26076865,"Si"
26077746,"Si"
26077814,"Si"
26080519,"Si"
26084141,"Si"
26086169,"Si"
26087155,"Si"
26087307,"Si"
26089830,"Si"
26093670,"Si"
26098118,"Si"
26099560,"Si"
26099770,"Si"
26100426,"Si"
26101299,"Si"
26101343,"Si"
26103622,"Si"
26103912,"Si"
26105954,"Si"
26108233,"Si"
26109090,"Si"
26109802,"Si"
26109981,"Si"
26110541,"Si"
26111825,"Si"
26112555,"Si"
26113507,"Si"
26115733,"Si"
26116033,"Si"
26116916,"Si"
26118232,"Si"
26122224,"Si"
26122237,"No"
26124261,"Si"
26124432,"Si"
26124597,"Si"
26124726,"Si"
26127651,"Si"
26128209,"Si"
26128274,"Si"
26131101,"Si"
26135253,"No"
26141668,"No"
26143893,"Si"
26145340,"Si"
26145446,"Si"
26146215,"Si"
26146473,"Si"
26147028,"Si"
26148261,"Si"
26148346,"Si"
26151788,"Si"
26151801,"Si"
26153389,"Si"
26155797,"Si"
26158043,"Si"
26158511,"Si"
26161053,"Si"
26161351,"Si"
26163179,"Si"
26164312,"Si"
26168385,"Si"
26176374,"Si"
26178354,"Si"
26180196,"Si"
26184976,"Si"
26186034,"Si"
26187712,"Si"
26189335,"Si"
26190961,"No"
26193699,"Si"
26194649,"Si"
26210563,"Si"
26211689,"Si"
26214995,"Si"
26215287,"Si"
26222306,"Si"
26223934,"Si"
26227297,"Si"
26228615,"Si"
26233466,"Si"
26236065,"Si"
26238097,"Si"
26238228,"Si"
26240489,"Si"
26242817,"Si"
26244007,"Si"
26244754,"Si"
26247546,"Si"
26251978,"Si"
26252643,"Si"
26253833,"No"
26255504,"Si"
26257807,"Si"
26263164,"Si"
26265889,"Si"
26267715,"Si"
26270621,"Si"
26271022,"Si"
26272243,"Si"
26275862,"Si"
26278156,"Si"
26278688,"Si"
26280043,"Si"
26280651,"Si"
26285295,"Si"
26286503,"Si"
26289293,"Si"
26291939,"Si"
26292237,"Si"
26292293,"Si"
26292304,"Si"
26293454,"Si"
26300252,"No"
26301962,"Si"
26302467,"Si"
26303011,"Si"
26303450,"Si"
26304725,"Si"
26306962,"Si"
26314196,"Si"
26314796,"Si"
26315676,"Si"
26317670,"Si"
26318791,"Si"
26321609,"Si"
26322955,"Si"
26324757,"Si"
26324972,"No"
26325744,"Si"
26326833,"No"
26327111,"Si"
26329835,"No"
26331498,"Si"
26331654,"Si"
26333622,"Si"
26335856,"No"
26336288,"Si"
26337815,"Si"
26339775,"Si"
26339794,"Si"
26341882,"No"
26343922,"Si"
26345088,"Si"
26348644,"Si"
26348716,"Si"
26349394,"Si"
26352014,"No"
26354788,"Si"
26355737,"Si"
26356809,"Si"
26359882,"Si"
26360974,"Si"
26361050,"Si"
26362084,"Si"
26368638,"Si"
26372152,"No"
26373317,"Si"
26374680,"Si"
26377346,"Si"
26379561,"Si"
26380816,"Si"
26387795,"Si"
26390535,"Si"
26392395,"Si"
26395301,"Si"
26401990,"Si"
26402588,"Si"
26403611,"Si"
26404121,"Si"
26405100,"Si"
26405770,"Si"
26407830,"Si"
26408027,"No"
26409144,"Si"
26410741,"Si"
26410964,"Si"
26412498,"Si"
26413620,"Si"
26414061,"No"
26420660,"Si"
26423776,"Si"
26423912,"No"
26428608,"No"
26431557,"No"
26432195,"Si"
26433684,"No"
26435674,"Si"
26438120,"Si"
26438845,"Si"
26443665,"Si"
26446991,"No"
26447445,"Si"
26448261,"Si"
26449218,"Si"
26454355,"Si"
26456819,"Si"
26459544,"Si"
26460946,"Si"
26461165,"Si"
26461316,"Si"
26462333,"Si"
26463075,"Si"
26464184,"Si"
26464261,"Si"
26464275,"Si"
26472825,"Si"
26476783,"No"
26477538,"Si"
26478158,"Si"
26480292,"Si"
26480361,"Si"
26482583,"Si"
26482677,"No"
26488222,"Si"
26492383,"Si"
26492758,"Si"
26498372,"Si"
26500824,"Si"
26503046,"Si"
26503172,"Si"
26505732,"Si"
26506183,"Si"
26507407,"Si"
26510046,"Si"
26512301,"Si"
26512376,"Si"
26513001,"Si"
26514278,"Si"
26514674,"Si"
26517434,"Si"
26523730,"Si"
26524192,"Si"
26527099,"Si"
26527848,"Si"
26532672,"No"
26538926,"Si"
26542334,"Si"
26542770,"Si"
26543823,"Si"
26544303,"Si"
26547791,"Si"
26548123,"No"
26548762,"Si"
26549859,"Si"
26550512,"Si"
26552515,"No"
26552894,"Si"
26553710,"Si"
26555285,"Si"
26556388,"Si"
26556725,"Si"
26558638,"No"
26561697,"Si"
26563040,"Si"
26563602,"Si"
26563822,"Si"
26563873,"Si"
26564942,"Si"
26567519,"Si"
26568056,"Si"
26570250,"Si"
26570387,"No"
26572225,"Si"
26573054,"Si"
26573381,"Si"
26574224,"Si"
26575190,"Si"
26577038,"Si"
26578669,"Si"
26582755,"Si"
26583666,"Si"
26585004,"Si"
26585887,"Si"
26590204,"Si"
26592448,"Si"
26594968,"Si"
26596537,"Si"
26597010,"Si"
26597896,"No"
26599091,"Si"
26599160,"Si"
26600474,"Si"
26603135,"Si"
26604398,"Si"
26604480,"Si"
26604536,"No"
26605624,"Si"
26614129,"Si"
26618637,"No"
26620589,"Si"
26622506,"Si"
26626791,"Si"
26628482,"Si"
26629265,"Si"
26630113,"Si"
26632139,"Si"
26632465,"Si"
26635570,"Si"
26636167,"No"
26638295,"Si"
26638882,"Si"
26639060,"Si"
26642930,"Si"
26643707,"Si"
26646434,"Si"
26653110,"Si"
26656125,"Si"
26662755,"No"
26664277,"Si"
26665157,"Si"
26667974,"Si"
26671051,"No"
26672674,"Si"
26673865,"Si"
26674015,"Si"
26675549,"Si"
26676899,"Si"
26678894,"Si"
26680197,"Si"
26683284,"Si"
26685213,"No"
26685579,"Si"
26686025,"Si"
26686547,"Si"
26686655,"Si"
26687348,"Si"
26687611,"Si"
26688293,"Si"
26689101,"Si"
26691659,"Si"
26692984,"Si"
26693115,"No"
26693910,"Si"
26697273,"Si"
26698176,"Si"
26700596,"Si"
26700942,"Si"
26701587,"Si"
26703790,"Si"
26707078,"No"
26707536,"Si"
26709561,"No"
26711199,"Si"
26711766,"Si"
26712812,"Si"
26716846,"No"
26717730,"No"
26719854,"Si"
26722493,"Si"
26722972,"Si"
26723402,"Si"
26727310,"Si"
26729206,"Si"
26731621,"No"
26731894,"Si"
26731901,"No"
26732362,"Si"
26743642,"Si"
26744468,"Si"
26744636,"Si"
26744923,"Si"
26745180,"No"
26748437,"Si"
26749564,"Si"
26749627,"Si"
26752909,"Si"
26754881,"Si"
26757817,"Si"
26761802,"No"
26761861,"Si"
26763424,"Si"
26768720,"Si"
26770425,"Si"
26770802,"Si"
26782269,"Si"
26783002,"Si"
26787065,"Si"
26787332,"Si"
26790385,"Si"
26791276,"Si"
26792342,"Si"
26801904,"Si"
26805075,"No"
26805306,"Si"
26809572,"Si"
26814745,"Si"
26815943,"Si"
26816166,"Si"
26819610,"Si"
26822912,"Si"
26823970,"Si"
26825051,"Si"
26830678,"Si"
26831192,"No"
26832738,"No"
26836473,"No"
26836631,"Si"
26838194,"Si"
26841303,"Si"
26841815,"Si"
26846074,"Si"
26846598,"Si"
26852531,"Si"
26853019,"Si"
26855355,"Si"
26857360,"Si"
26857578,"Si"
26857809,"Si"
26860610,"Si"
26861768,"Si"
26862247,"No"
26867140,"Si"
26867603,"No"
26868213,"Si"
26870793,"Si"
26875080,"Si"
26877525,"Si"
26877850,"Si"
26878441,"Si"
26878915,"Si"
26879253,"Si"
26883155,"Si"
26883647,"Si"
26884569,"Si"
26886839,"Si"
26888093,"Si"
26888279,"Si"
26891990,"Si"
26905985,"Si"
26906116,"Si"
26908715,"Si"
26910874,"Si"
26913138,"No"
26913630,"No"
26914155,"No"
26917742,"Si"
26918293,"Si"
26918884,"Si"
26921457,"Si"
26923051,"Si"
26923257,"Si"
26923918,"Si"
26924287,"Si"
26927175,"Si"
26928422,"Si"
26928728,"Si"
26931347,"Si"
26934849,"Si"
26936028,"Si"
26936653,"Si"
26937403,"Si"
26938364,"Si"
26940685,"Si"
26943807,"Si"
26945600,"Si"
26946542,"Si"
26946905,"Si"
26951164,"Si"
26951968,"Si"
26954758,"Si"
26955186,"Si"
26957288,"Si"
26958653,"Si"
26963156,"Si"
26965851,"No"
26965930,"Si"
26969370,"Si"
26969392,"Si"
26970042,"Si"
26971230,"No"
26973672,"Si"
26974775,"Si"
26974995,"Si"
26977355,"Si"
26977437,"Si"
26979385,"Si"
26979789,"Si"
26983145,"Si"
26984267,"Si"
26985299,"Si"
26987724,"Si"
26987881,"Si"
26990329,"Si"
26990385,"Si"
26994036,"No"
26996862,"Si"
27000550,"Si"
27006494,"Si"
27006735,"Si"
27006771,"Si"
27007990,"Si"
27008251,"Si"
27010025,"Si"
27010659,"Si"
27010765,"Si"
27011241,"Si"
27012413,"Si"
27016241,"Si"
27017852,"Si"
27018678,"Si"
27019254,"Si"
27022118,"Si"
27022304,"No"
27023991,"Si"
27024005,"Si"
27025032,"Si"
27026159,"Si"
27028194,"Si"
27032518,"Si"
27036010,"Si"
27036758,"Si"
27039514,"Si"
27040861,"Si"
27041314,"Si"
27043555,"Si"
27051409,"No"
27051805,"Si"
27055529,"Si"
27059476,"Si"
27059724,"Si"
27059972,"Si"
27061154,"Si"
27061332,"Si"
27061644,"Si"
27062152,"Si"
27066374,"Si"
27071684,"Si"
27075783,"Si"
27085583,"Si"
27086607,"Si"
27089718,"Si"
27090820,"Si"
27096465,"Si"
27096748,"Si"
27097841,"Si"
27098503,"Si"
27099487,"No"
27100686,"Si"
27105414,"Si"
27111983,"Si"
27113096,"Si"
27114025,"No"
27114073,"Si"
27116306,"Si"
27119901,"Si"
27122305,"Si"
27127370,"Si"
27132862,"Si"
27134218,"Si"
27136510,"Si"
27137502,"Si"
27138657,"No"
27142745,"No"
27142806,"Si"
27145174,"Si"
27146228,"Si"
27150762,"Si"
27152318,"Si"
27155151,"No"
27156647,"Si"
27157195,"Si"
27157368,"No"
27159333,"Si"
27159997,"Si"
27161560,"Si"
27163291,"Si"
27164639,"Si"
27164646,"Si"
27165515,"Si"
27167790,"Si"
27168218,"No"
27168644,"Si"
27170045,"Si"
27170087,"Si"
27172994,"Si"
27174293,"Si"
27175381,"Si"
27176346,"Si"
27177211,"Si"
27178470,"Si"
27181143,"Si"
27181768,"Si"
27183874,"No"
27184290,"Si"
27184295,"Si"
27184810,"Si"
27184859,"Si"
27187404,"Si"
27187417,"Si"
27190457,"Si"
27195708,"Si"
27195866,"Si"
27196684,"Si"
27198389,"Si"
27200094,"Si"
27201246,"Si"
27202169,"Si"
27202570,"Si"
27203602,"No"
27204326,"Si"
27205725,"Si"
27206325,"Si"
27208353,"Si"
27213241,"Si"
27213930,"Si"
27214209,"Si"
27215710,"Si"
27217861,"Si"
27219288,"Si"
27219334,"Si"
27219972,"Si"
27227080,"Si"
27229166,"Si"
27232383,"Si"
27234628,"Si"
27235412,"Si"
27237012,"Si"
27238999,"Si"
27241180,"Si"
27242292,"Si"
27243161,"Si"
27245405,"Si"
27245736,"No"
27248033,"Si"
27252740,"Si"
27255011,"Si"
27259056,"Si"
27259387,"Si"
27262659,"Si"
27263109,"Si"
27264630,"Si"
27268711,"Si"
27269467,"Si"
27274816,"Si"
27276347,"No"
27277374,"Si"
27281184,"Si"
27281515,"Si"
27282569,"Si"
27282719,"Si"
27282993,"Si"
27283642,"Si"
27283689,"No"
27283911,"Si"
27285036,"Si"
27285276,"Si"
27288738,"Si"
27289246,"Si"
27293100,"Si"
27293259,"Si"
27295426,"Si"
27299243,"No"
27299709,"Si"
27302030,"Si"
27304056,"Si"
27304388,"Si"
27309567,"Si"
27314288,"No"
27322781,"Si"
27323525,"No"
27325812,"Si"
27326521,"Si"
27327078,"Si"
27327523,"Si"
27327773,"Si"
27328660,"No"
27330482,"Si"
27334267,"Si"
27334569,"Si"
27337583,"Si"
27337728,"Si"
27337909,"Si"
27339834,"Si"
27342642,"Si"
27343592,"Si"
27346053,"Si"
27346605,"Si"
27347947,"Si"
27349077,"Si"
27349777,"No"
27354525,"Si"
27360049,"Si"
27361316,"Si"
27361875,"Si"
27363032,"Si"
27363504,"Si"
27364941,"Si"
27367133,"Si"
27375386,"Si"
27376734,"No"
27378345,"No"
27378470,"Si"
27380053,"Si"
27383984,"Si"
27385310,"No"
27385481,"Si"
27389928,"Si"
27389967,"Si"
27393518,"Si"
27394543,"Si"
27394848,"Si"
27400709,"Si"
27401912,"No"
27410222,"Si"
27410235,"Si"
27411450,"Si"
27415156,"No"
27417278,"Si"
27418449,"Si"
27426954,"Si"
27427855,"No"
27429718,"Si"
27429733,"Si"
27431368,"Si"
27431973,"Si"
27439375,"Si"
27440272,"Si"
27440367,"Si"
27442671,"Si"
27442788,"Si"
27442995,"Si"
27444186,"Si"
27445369,"Si"
27448744,"Si"
27449166,"Si"
27449688,"Si"
27449801,"Si"
27449839,"Si"
27451338,"Si"
27454621,"Si"
27458178,"Si"
27459041,"Si"
27460296,"Si"
27461057,"No"
27462076,"Si"
27462955,"Si"
27466198,"Si"
27467538,"Si"
27468378,"Si"
27469518,"Si"
27469868,"Si"
27471345,"Si"
27471827,"Si"
27473799,"Si"
27474385,"Si"
27474580,"Si"
27476234,"Si"
27477564,"Si"
27478012,"No"
27478666,"Si"
27479380,"Si"
27484382,"Si"
27484837,"Si"
27487450,"Si"
27489030,"Si"
27491225,"Si"
27492795,"Si"
27494696,"Si"
27501695,"Si"
27502030,"Si"
27509621,"Si"
27512846,"Si"
27516138,"Si"
27519899,"Si"
27520926,"Si"
27522062,"Si"
27522376,"Si"
27523213,"No"
27524341,"Si"
27526455,"Si"
27527621,"No"
27530602,"Si"
27532803,"No"
27533174,"Si"
27534791,"Si"
27537810,"Si"
27540916,"Si"
27544297,"Si"
27546441,"Si"
27552007,"Si"
27553390,"Si"
27554752,"Si"
27555084,"Si"
27557540,"Si"
27557800,"Si"
27558188,"Si"
27560229,"Si"
27561847,"Si"
27563763,"Si"
27569366,"Si"
27572305,"Si"
27574200,"Si"
27577318,"Si"
27583852,"Si"
27585282,"Si"
27585447,"Si"
27585537,"Si"
27586681,"No"
27586795,"Si"
27590653,"Si"
27590719,"Si"
27592495,"No"
27593130,"Si"
27593699,"Si"
27594834,"No"
27594981,"No"
27595434,"Si"
27596366,"Si"
27599067,"Si"
27599471,"Si"
27600916,"Si"
27602200,"Si"
27603328,"Si"
27607548,"Si"
27610434,"Si"
27612290,"Si"
27613340,"Si"
27613654,"Si"
27617077,"Si"
27617661,"Si"
27620199,"Si"
27621784,"Si"
27623093,"Si"
27623933,"Si"
27624628,"Si"
27627141,"Si"
27629749,"Si"
27632477,"Si"
27632723,"Si"
27638070,"No"
27638664,"No"
27641209,"Si"
27642107,"Si"
27644312,"Si"
27649099,"Si"
27649335,"Si"
27650482,"Si"
27651957,"Si"
27653119,"Si"
27653800,"Si"
27653987,"Si"
27655494,"Si"
27656074,"Si"
27659427,"Si"
27660283,"Si"
27661924,"Si"
27662536,"Si"
27665255,"Si"
27666065,"Si"
27666968,"Si"
27671462,"No"
27672488,"Si"
27678359,"Si"
27678743,"Si"
27680430,"Si"
27680846,"Si"
27680866,"Si"
27681308,"Si"
27681342,"Si"
27682394,"No"
27683691,"Si"
27685637,"Si"
27686998,"Si"
27687702,"Si"
27691839,"Si"
27693230,"Si"
27696757,"No"
27696921,"Si"
27697682,"Si"
27698835,"Si"
27704143,"Si"
27707076,"Si"
27713593,"Si"
27713920,"Si"
27718674,"Si"
27719958,"Si"
27721486,"Si"
27721724,"No"
27723905,"Si"
27724307,"Si"
27725361,"No"
27726465,"Si"
27728985,"Si"
27735088,"Si"
27736182,"No"
27736265,"Si"
27738152,"Si"
27738801,"Si"
27740816,"No"
27743967,"Si"
27748105,"Si"
27750248,"Si"
27751166,"Si"
27751203,"Si"
27754921,"No"
27755216,"No"
27756772,"No"
27758886,"Si"
27760209,"Si"
27760464,"Si"
27761517,"Si"
27764774,"Si"
27765338,"Si"
27769242,"Si"
27769353,"No"
27769378,"Si"
27769411,"Si"
27769757,"Si"
27771490,"Si"
27773028,"Si"
27774876,"Si"
27775046,"Si"
27775644,"Si"
27778118,"Si"
27779020,"Si"
27780837,"Si"
27787398,"Si"
27787918,"Si"
27788936,"Si"
27789204,"Si"
27790749,"Si"
27792866,"Si"
27796015,"Si"
27797013,"Si"
27797457,"Si"
27803385,"Si"
27803925,"Si"
27806865,"No"
27808174,"Si"
27809720,"Si"
27810320,"Si"
27810700,"Si"
27811093,"Si"
27815073,"No"
27819680,"Si"
27819760,"Si"
27820355,"Si"
27820439,"Si"
27823208,"Si"
27827407,"Si"
27834469,"Si"
27835337,"Si"
27835528,"Si"
27837670,"Si"
27839727,"No"
27840962,"No"
27841819,"Si"
27843734,"Si"
27844272,"Si"
27844615,"No"
27848051,"Si"
27849422,"Si"
27850364,"Si"
27854249,"Si"
27856927,"Si"
27864769,"Si"
27865461,"Si"
27865524,"Si"
27867406,"Si"
27868274,"Si"
27868979,"No"
27869229,"Si"
27870327,"No"
27870554,"Si"
27871054,"Si"
27872640,"Si"
27872871,"Si"
27873212,"Si"
27873249,"No"
27873574,"Si"
27874055,"Si"
27874255,"Si"
27875574,"Si"
27878728,"Si"
27882461,"No"
27882895,"Si"
27884148,"No"
27885888,"Si"
27887289,"Si"
27893421,"Si"
27894205,"Si"
27894208,"Si"
27895665,"Si"
27895940,"Si"
27896567,"Si"
27897491,"Si"
27897741,"Si"
27898889,"Si"
27900150,"Si"
27903656,"Si"
27905151,"Si"
27905971,"Si"
27909160,"Si"
27909852,"Si"
27911612,"Si"
27912887,"Si"
27915004,"Si"
27916328,"Si"
27916874,"Si"
27919784,"Si"
27920712,"Si"
27921714,"Si"
27927185,"No"
27927860,"Si"
27928003,"No"
27931197,"Si"
27935077,"Si"
27936596,"No"
27937563,"Si"
27940219,"Si"
27944407,"Si"
27944932,"Si"
27947460,"Si"
27947549,"Si"
27950887,"No"
27953756,"No"
27954383,"No"
27957572,"Si"
27959242,"Si"
27962991,"Si"
27964156,"Si"
27967189,"Si"
27968025,"Si"
27970038,"Si"
27970963,"Si"
27972159,"Si"
27972300,"Si"
27973143,"Si"
27973613,"Si"
27977119,"Si"
27979886,"Si"
27980627,"Si"
27980740,"No"
